State,GEOID,Type
New York,36047051300,Low-Income Community
New York,36047053200,Non-LIC Contiguous
New York,36047054300,Non-LIC Contiguous
New York,36047054700,Low-Income Community
New York,36047054900,Low-Income Community
New York,36047056300,Low-Income Community
New York,36047057900,Non-LIC Contiguous
New York,36047061004,Low-Income Community
New York,36047076200,Low-Income Community
New York,36047077400,Low-Income Community
New York,36047078200,Low-Income Community
New York,36047080400,Low-Income Community
New York,36047080600,Low-Income Community
New York,36047081000,Low-Income Community
New York,36047081600,Low-Income Community
New York,36047081800,Low-Income Community
New York,36047082000,Low-Income Community
New York,36047082400,Low-Income Community
New York,36047082800,Low-Income Community
New York,36047083000,Low-Income Community
New York,36047087401,Low-Income Community
New York,36047087600,Low-Income Community
New York,36047088200,Low-Income Community
New York,36047089000,Low-Income Community
New York,36047089200,Low-Income Community
New York,36047090000,Low-Income Community
New York,36047090600,Low-Income Community
New York,36047090800,Low-Income Community
New York,36047111600,Low-Income Community
New York,36047111800,Low-Income Community
New York,36047113400,Low-Income Community
New York,36047114201,Low-Income Community
New York,36047114400,Low-Income Community
New York,36047114600,Low-Income Community
New York,36047115000,Low-Income Community
New York,36047115200,Low-Income Community
New York,36047115600,Low-Income Community
New York,36047116200,Low-Income Community
New York,36047119400,Low-Income Community
New York,36047119800,Low-Income Community
New York,36051030900,Low-Income Community
New York,36055000200,Low-Income Community
New York,36055000700,Low-Income Community
New York,36055001800,Low-Income Community
New York,36055001900,Low-Income Community
New York,36055004702,Low-Income Community
New York,36055005600,Low-Income Community
New York,36055005700,Low-Income Community
New York,36055005900,Low-Income Community
New York,36055006400,Low-Income Community
New York,36055006900,Low-Income Community
New York,36055008500,Low-Income Community
New York,36055009200,Low-Income Community
New York,36055009301,Low-Income Community
New York,36055009302,Low-Income Community
New York,36055009400,Low-Income Community
New York,36055009601,Low-Income Community
New York,36055009602,Low-Income Community
New York,36055009603,Low-Income Community
New York,36055010601,Low-Income Community
New York,36055011400,Low-Income Community
New York,36057070200,Low-Income Community
New York,36057070900,Low-Income Community
New York,36057072600,Low-Income Community
New York,36059406801,Low-Income Community
New York,36059406802,Low-Income Community
New York,36059416500,Low-Income Community
New York,36059517200,Low-Income Community
New York,36061000202,Low-Income Community
New York,36061002201,Low-Income Community
New York,36061002601,Low-Income Community
New York,36061006200,Low-Income Community
New York,36061013500,Low-Income Community
New York,36061016800,Low-Income Community
New York,36061018000,Low-Income Community
New York,36061019200,Low-Income Community
New York,36061019400,Low-Income Community
New York,36061019600,Low-Income Community
New York,36061020600,Low-Income Community
New York,36061020800,Low-Income Community
New York,36061020901,Low-Income Community
New York,36061021303,Low-Income Community
New York,36061021500,Low-Income Community
New York,36061021600,Low-Income Community
New York,36061021800,Low-Income Community
New York,36061021900,Low-Income Community
New York,36061022200,Low-Income Community
New York,36061022301,Low-Income Community
New York,36061022302,Low-Income Community
New York,36061022400,Low-Income Community
New York,36061023000,Low-Income Community
New York,36061023200,Low-Income Community
New York,36061024100,Low-Income Community
New York,36061024200,Low-Income Community
New York,36061024301,Low-Income Community
New York,36061026100,Low-Income Community
New York,36061026900,Low-Income Community
New York,36061027700,Low-Income Community
New York,36061027900,Low-Income Community
New York,36061028700,Low-Income Community
New York,36061029100,Low-Income Community
New York,36061029300,Low-Income Community
New York,36061029900,Low-Income Community
New York,36061030300,Low-Income Community
New York,36063020200,Low-Income Community
New York,36063020500,Low-Income Community
New York,36063021100,Low-Income Community
New York,36063021200,Low-Income Community
New York,36063021700,Low-Income Community
New York,36063023100,Low-Income Community
New York,36063023200,Low-Income Community
New York,36063023700,Low-Income Community
New York,36065020102,Low-Income Community
New York,36065020300,Low-Income Community
New York,36065020900,Low-Income Community
New York,36065021900,Low-Income Community
New York,36065022500,Low-Income Community
New York,36065026300,Low-Income Community
New York,36065026400,Low-Income Community
New York,36067000501,Low-Income Community
New York,36067001600,Low-Income Community
New York,36067002101,Low-Income Community
New York,36067002300,Low-Income Community
New York,36067003000,Low-Income Community
New York,36067003200,Low-Income Community
New York,36067003400,Low-Income Community
New York,36067003500,Low-Income Community
New York,36067003900,Low-Income Community
New York,36067004000,Low-Income Community
New York,36067004200,Low-Income Community
New York,36067005200,Low-Income Community
New York,36067005300,Low-Income Community
New York,36067005400,Low-Income Community
New York,36069051000,Low-Income Community
New York,36069051100,Low-Income Community
New York,36069051800,Low-Income Community
New York,36071000300,Low-Income Community
New York,36071000400,Low-Income Community
New York,36071001500,Low-Income Community
New York,36071002200,Low-Income Community
New York,36071002300,Low-Income Community
New York,36071015100,Low-Income Community
New York,36073040700,Low-Income Community
New York,36075020301,Low-Income Community
New York,36075020302,Low-Income Community
New York,36075021102,Low-Income Community
New York,36075021605,Low-Income Community
New York,36077591100,Low-Income Community
New York,36081000100,Non-LIC Contiguous
New York,36081002500,Low-Income Community
New York,36081003100,Low-Income Community
New York,36081003300,Low-Income Community
New York,36081003900,Low-Income Community
New York,36081005100,Low-Income Community
New York,36081005500,Low-Income Community
New York,36081005700,Low-Income Community
New York,36081007900,Low-Income Community
New York,36081008500,Low-Income Community
New York,36081008700,Low-Income Community
New York,36081011300,Low-Income Community
New York,36081011400,Low-Income Community
New York,36081011600,Low-Income Community
New York,36081011900,Low-Income Community
New York,36081014202,Low-Income Community
New York,36081014400,Low-Income Community
New York,36081015700,Low-Income Community
New York,36081015900,Low-Income Community
New York,36081017900,Low-Income Community
New York,36081018101,Low-Income Community
New York,36081018900,Low-Income Community
New York,36081019600,Low-Income Community
New York,36081019900,Non-LIC Contiguous
New York,36081020400,Low-Income Community
New York,36081020500,Low-Income Community
New York,36081020800,Low-Income Community
New York,36081021200,Low-Income Community
New York,36081024000,Low-Income Community
New York,36081025400,Low-Income Community
New York,36081026000,Low-Income Community
New York,36081026901,Low-Income Community
New York,36081028300,Low-Income Community
New York,36081030600,Non-LIC Contiguous
New York,36081032000,Low-Income Community
New York,36081041400,Low-Income Community
New York,36081041500,Low-Income Community
New York,36081044000,Low-Income Community
New York,36081044400,Low-Income Community
New York,36081044601,Low-Income Community
New York,36081044602,Low-Income Community
New York,36081066400,Non-LIC Contiguous
New York,36081069300,Low-Income Community
New York,36081071100,Low-Income Community
New York,36081071304,Low-Income Community
New York,36081071702,Low-Income Community
New York,36081079200,Low-Income Community
New York,36081084602,Low-Income Community
New York,36081086900,Low-Income Community
New York,36081087100,Low-Income Community
New York,36081088901,Low-Income Community
New York,36081092500,Low-Income Community
New York,36081094201,Low-Income Community
New York,36081097203,Low-Income Community
New York,36081099200,Low-Income Community
New York,36081099802,Low-Income Community
New York,36081100802,Low-Income Community
New York,36081101001,Low-Income Community
New York,36081101002,Low-Income Community
New York,36081103201,Low-Income Community
New York,36081103202,Low-Income Community
New York,36081117100,Low-Income Community
New York,36083040400,Low-Income Community
New York,36083040700,Low-Income Community
New York,36083040800,Low-Income Community
New York,36083051500,Low-Income Community
New York,36085000300,Non-LIC Contiguous
New York,36085000700,Low-Income Community
New York,36085001100,Low-Income Community
New York,36085002100,Low-Income Community
New York,36085013301,Low-Income Community
New York,36085020700,Low-Income Community
New York,36085022300,Low-Income Community
New York,36085031902,Low-Income Community
New York,36087010702,Low-Income Community
New York,36087010703,Low-Income Community
New York,36089490100,Low-Income Community
New York,36089490200,Low-Income Community
New York,36089490300,Low-Income Community
New York,36089490900,Low-Income Community
New York,36089491400,Low-Income Community
New York,36089491500,Low-Income Community
New York,36089491600,Low-Income Community
New York,36091060400,Low-Income Community
New York,36093020200,Low-Income Community
New York,36093021001,Low-Income Community
New York,36093033500,Low-Income Community
New York,36095740200,Non-LIC Contiguous
New York,36095740400,Low-Income Community
New York,36097950300,Low-Income Community
New York,36097950500,Low-Income Community
New York,36099950600,Low-Income Community
New York,36101960700,Low-Income Community
New York,36101960800,Low-Income Community
New York,36103110902,Low-Income Community
New York,36103122501,Low-Income Community
New York,36103146203,Low-Income Community
New York,36103159103,Low-Income Community
New York,36103169704,Non-LIC Contiguous
New York,36103169800,Low-Income Community
New York,36105950700,Low-Income Community
New York,36105951500,Low-Income Community
New York,36105951800,Low-Income Community
New York,36107020600,Non-LIC Contiguous
New York,36107020701,Low-Income Community
New York,36109000800,Low-Income Community
New York,36109001100,Low-Income Community
New York,36111951700,Low-Income Community
New York,36111952100,Low-Income Community
New York,36111952400,Low-Income Community
New York,36111954800,Low-Income Community
New York,36113070200,Low-Income Community
New York,36113074000,Low-Income Community
New York,36115088000,Low-Income Community
New York,36117021100,Low-Income Community
New York,36117021200,Low-Income Community
New York,36119000300,Low-Income Community
New York,36119000401,Low-Income Community
New York,36119000600,Low-Income Community
New York,36119003100,Low-Income Community
New York,36119005800,Low-Income Community
New York,36119006100,Low-Income Community
New York,36119007900,Low-Income Community
New York,36119008000,Low-Income Community
New York,36119009300,Low-Income Community
New York,36119014300,Low-Income Community
New York,36119981000,Low-Income Community
New York,36119984000,Low-Income Community
New York,36121970500,Low-Income Community
North Carolina,37001020300,Low-Income Community
North Carolina,37001020801,Low-Income Community
North Carolina,37001021000,Low-Income Community
North Carolina,37001021201,Low-Income Community
North Carolina,37003040400,Low-Income Community
North Carolina,37005950200,Low-Income Community
North Carolina,37007920500,Low-Income Community
North Carolina,37009970400,Low-Income Community
North Carolina,37011930302,Low-Income Community
North Carolina,37013930400,Low-Income Community
North Carolina,37015960200,Low-Income Community
North Carolina,37017950400,Low-Income Community
North Carolina,37019020101,Low-Income Community
North Carolina,37019020104,Low-Income Community
North Carolina,37019020602,Non-LIC Contiguous
North Carolina,37021000200,Low-Income Community
North Carolina,37021000700,Low-Income Community
North Carolina,37021000900,Low-Income Community
North Carolina,37021001400,Low-Income Community
North Carolina,37021002000,Low-Income Community
North Carolina,37023020301,Non-LIC Contiguous
North Carolina,37023021100,Low-Income Community
North Carolina,37023021400,Low-Income Community
North Carolina,37025041000,Low-Income Community
North Carolina,37025041902,Low-Income Community
North Carolina,37025042300,Low-Income Community
North Carolina,37027030100,Low-Income Community
North Carolina,37027030300,Low-Income Community
North Carolina,37027030800,Low-Income Community
North Carolina,37027031100,Low-Income Community
North Carolina,37029950102,Non-LIC Contiguous
North Carolina,37031970304,Low-Income Community
North Carolina,37031970501,Low-Income Community
North Carolina,37033930300,Low-Income Community
North Carolina,37035010900,Low-Income Community
North Carolina,37035011300,Low-Income Community
North Carolina,37037020300,Low-Income Community
North Carolina,37037020600,Low-Income Community
North Carolina,37037020702,Non-LIC Contiguous
North Carolina,37039930200,Low-Income Community
North Carolina,37041930200,Low-Income Community
North Carolina,37043950200,Low-Income Community
North Carolina,37045950500,Low-Income Community
North Carolina,37045951000,Low-Income Community
North Carolina,37047930600,Low-Income Community
North Carolina,37047930900,Low-Income Community
North Carolina,37047931200,Low-Income Community
North Carolina,37049960900,Low-Income Community
North Carolina,37051000200,Low-Income Community
North Carolina,37051000500,Low-Income Community
North Carolina,37051000702,Low-Income Community
North Carolina,37051000800,Low-Income Community
North Carolina,37051001000,Low-Income Community
North Carolina,37051001100,Low-Income Community
North Carolina,37051001604,Low-Income Community
North Carolina,37051003203,Low-Income Community
North Carolina,37051003800,Low-Income Community
North Carolina,37053110302,Low-Income Community
North Carolina,37055970501,Low-Income Community
North Carolina,37057060700,Low-Income Community
North Carolina,37057061400,Low-Income Community
North Carolina,37059080500,Low-Income Community
North Carolina,37061090300,Low-Income Community
North Carolina,37061090702,Low-Income Community
North Carolina,37063001001,Low-Income Community
North Carolina,37063001100,Low-Income Community
North Carolina,37063001304,Low-Income Community
North Carolina,37063001400,Low-Income Community
North Carolina,37063001502,Low-Income Community
North Carolina,37063002016,Low-Income Community
North Carolina,37063002300,Low-Income Community
North Carolina,37065020200,Low-Income Community
North Carolina,37065020400,Low-Income Community
North Carolina,37065020900,Low-Income Community
North Carolina,37065021000,Low-Income Community
North Carolina,37065021300,Non-LIC Contiguous
North Carolina,37067000100,Low-Income Community
North Carolina,37067000200,Low-Income Community
North Carolina,37067000301,Low-Income Community
North Carolina,37067000302,Low-Income Community
North Carolina,37067000700,Low-Income Community
North Carolina,37067000801,Low-Income Community
North Carolina,37067000802,Low-Income Community
North Carolina,37067001400,Low-Income Community
North Carolina,37067001602,Low-Income Community
North Carolina,37067001700,Low-Income Community
North Carolina,37067003313,Low-Income Community
North Carolina,37069060600,Non-LIC Contiguous
North Carolina,37069060802,Low-Income Community
North Carolina,37071030601,Low-Income Community
North Carolina,37071031302,Low-Income Community
North Carolina,37071031401,Low-Income Community
North Carolina,37071031500,Low-Income Community
North Carolina,37071031600,Low-Income Community
North Carolina,37071031900,Low-Income Community
North Carolina,37071032000,Low-Income Community
North Carolina,37071032200,Low-Income Community
North Carolina,37071033400,Low-Income Community
North Carolina,37073970200,Non-LIC Contiguous
North Carolina,37075920300,Low-Income Community
North Carolina,37077970300,Low-Income Community
North Carolina,37079950101,Low-Income Community
North Carolina,37081010200,Low-Income Community
North Carolina,37081010300,Low-Income Community
North Carolina,37081010800,Low-Income Community
North Carolina,37081011000,Low-Income Community
North Carolina,37081011101,Low-Income Community
North Carolina,37081011102,Low-Income Community
North Carolina,37081011200,Low-Income Community
North Carolina,37081011300,Low-Income Community
North Carolina,37081011400,Low-Income Community
North Carolina,37081012803,Low-Income Community
North Carolina,37081013800,Low-Income Community
North Carolina,37081014300,Low-Income Community
North Carolina,37083930400,Low-Income Community
North Carolina,37083930900,Low-Income Community
North Carolina,37085070100,Low-Income Community
North Carolina,37085070200,Low-Income Community
North Carolina,37085070801,Low-Income Community
North Carolina,37087920300,Low-Income Community
North Carolina,37089931000,Low-Income Community
North Carolina,37091950100,Low-Income Community
North Carolina,37093970300,Low-Income Community
North Carolina,37095920100,Low-Income Community
North Carolina,37097060100,Low-Income Community
North Carolina,37097060200,Low-Income Community
North Carolina,37097061301,Low-Income Community
North Carolina,37099950600,Low-Income Community
North Carolina,37101040301,Low-Income Community
North Carolina,37101040400,Low-Income Community
North Carolina,37101040901,Low-Income Community
North Carolina,37101041001,Low-Income Community
North Carolina,37103920100,Low-Income Community
North Carolina,37105030200,Low-Income Community
North Carolina,37107010100,Low-Income Community
North Carolina,37107010800,Non-LIC Contiguous
North Carolina,37107010900,Low-Income Community
North Carolina,37109070800,Low-Income Community
North Carolina,37111970500,Low-Income Community
North Carolina,37111970700,Low-Income Community
North Carolina,37113970301,Low-Income Community
North Carolina,37115010200,Low-Income Community
North Carolina,37117970200,Low-Income Community
North Carolina,37119001606,Low-Income Community
North Carolina,37119001607,Low-Income Community
North Carolina,37119001702,Low-Income Community
North Carolina,37119003902,Low-Income Community
North Carolina,37119003903,Low-Income Community
North Carolina,37119004000,Low-Income Community
North Carolina,37119004100,Low-Income Community
North Carolina,37119004200,Low-Income Community
North Carolina,37119004500,Low-Income Community
North Carolina,37119004600,Low-Income Community
North Carolina,37119004700,Low-Income Community
North Carolina,37119004800,Low-Income Community
North Carolina,37119005100,Low-Income Community
North Carolina,37119005200,Low-Income Community
North Carolina,37119005301,Low-Income Community
North Carolina,37119005305,Low-Income Community
North Carolina,37119005306,Low-Income Community
North Carolina,37121950300,Low-Income Community
North Carolina,37123960100,Low-Income Community
North Carolina,37125950200,Low-Income Community
North Carolina,37127010400,Low-Income Community
North Carolina,37127011500,Low-Income Community
North Carolina,37129011000,Low-Income Community
North Carolina,37129011100,Low-Income Community
North Carolina,37129011200,Low-Income Community
North Carolina,37129011903,Low-Income Community
North Carolina,37131920401,Low-Income Community
North Carolina,37133001101,Low-Income Community
North Carolina,37133002600,Low-Income Community
North Carolina,37135011400,Low-Income Community
North Carolina,37137950102,Low-Income Community
North Carolina,37139960100,Low-Income Community
North Carolina,37139960200,Low-Income Community
North Carolina,37141920601,Low-Income Community
North Carolina,37141920602,Low-Income Community
North Carolina,37143920201,Low-Income Community
North Carolina,37145920100,Low-Income Community
North Carolina,37145920200,Low-Income Community
North Carolina,37147000701,Low-Income Community
North Carolina,37147000702,Low-Income Community
North Carolina,37147000800,Low-Income Community
North Carolina,37147000900,Low-Income Community
North Carolina,37147001800,Low-Income Community
North Carolina,37149920200,Non-LIC Contiguous
North Carolina,37151031000,Low-Income Community
North Carolina,37151031200,Low-Income Community
North Carolina,37151031400,Low-Income Community
North Carolina,37153970300,Low-Income Community
North Carolina,37153971100,Low-Income Community
North Carolina,37155960101,Low-Income Community
North Carolina,37155960102,Low-Income Community
North Carolina,37155960201,Low-Income Community
North Carolina,37155960401,Low-Income Community
North Carolina,37155960502,Low-Income Community
North Carolina,37155960600,Low-Income Community
North Carolina,37155960801,Low-Income Community
North Carolina,37157040200,Low-Income Community
North Carolina,37157040900,Low-Income Community
North Carolina,37157041300,Low-Income Community
North Carolina,37159050201,Low-Income Community
North Carolina,37159050202,Low-Income Community
North Carolina,37159050800,Low-Income Community
North Carolina,37159051700,Low-Income Community
North Carolina,37159052000,Low-Income Community
North Carolina,37161960200,Low-Income Community
North Carolina,37161960900,Low-Income Community
North Carolina,37161961101,Low-Income Community
North Carolina,37163970100,Low-Income Community
North Carolina,37163970600,Low-Income Community
North Carolina,37165010400,Low-Income Community
North Carolina,37167931000,Low-Income Community
North Carolina,37169070501,Low-Income Community
North Carolina,37171930400,Low-Income Community
North Carolina,37171930600,Low-Income Community
North Carolina,37171931002,Low-Income Community
North Carolina,37173960200,Low-Income Community
North Carolina,37175960100,Low-Income Community
North Carolina,37177960100,Low-Income Community
North Carolina,37179020601,Low-Income Community
North Carolina,37179020602,Low-Income Community
North Carolina,37181960500,Low-Income Community
North Carolina,37183050900,Low-Income Community
North Carolina,37183052407,Low-Income Community
North Carolina,37183052704,Low-Income Community
North Carolina,37183052706,Low-Income Community
North Carolina,37183052803,Low-Income Community
North Carolina,37183052807,Low-Income Community
North Carolina,37183053009,Low-Income Community
North Carolina,37183053519,Low-Income Community
North Carolina,37183054008,Low-Income Community
North Carolina,37183054018,Low-Income Community
North Carolina,37183054108,Low-Income Community
North Carolina,37183054112,Low-Income Community
North Carolina,37183054500,Low-Income Community
North Carolina,37185950200,Low-Income Community
North Carolina,37187950200,Low-Income Community
North Carolina,37189920601,Low-Income Community
North Carolina,37191000901,Low-Income Community
North Carolina,37191001500,Low-Income Community
North Carolina,37191001800,Low-Income Community
North Carolina,37191001900,Low-Income Community
North Carolina,37193960600,Low-Income Community
North Carolina,37193961001,Non-LIC Contiguous
North Carolina,37193961100,Low-Income Community
North Carolina,37195000100,Low-Income Community
North Carolina,37195000801,Low-Income Community
North Carolina,37195001100,Non-LIC Contiguous
North Carolina,37197050501,Low-Income Community
North Carolina,37199960300,Low-Income Community
North Dakota,38003968200,Low-Income Community
North Dakota,38005940100,Low-Income Community
North Dakota,38015010100,Low-Income Community
North Dakota,38015010200,Low-Income Community
North Dakota,38015010800,Low-Income Community
North Dakota,38017000501,Low-Income Community
North Dakota,38017000502,Low-Income Community
North Dakota,38017000600,Low-Income Community
North Dakota,38017000700,Low-Income Community
North Dakota,38017010107,Low-Income Community
North Dakota,38021973400,Low-Income Community
North Dakota,38029966500,Low-Income Community
North Dakota,38035010100,Low-Income Community
North Dakota,38035010200,Low-Income Community
North Dakota,38035010600,Low-Income Community
North Dakota,38053940100,Low-Income Community
North Dakota,38059020500,Low-Income Community
North Dakota,38079941800,Low-Income Community
North Dakota,38079951600,Low-Income Community
North Dakota,38079951700,Low-Income Community
North Dakota,38085940900,Low-Income Community
North Dakota,38093967800,Low-Income Community
North Dakota,38099958000,Low-Income Community
North Dakota,38101010100,Low-Income Community
North Dakota,38103959800,Low-Income Community
Northern Mariana Islands,69100950100,Low-Income Community
Northern Mariana Islands,69110000100,Low-Income Community
Northern Mariana Islands,69110000200,Low-Income Community
Northern Mariana Islands,69110000300,Low-Income Community
Northern Mariana Islands,69110000400,Low-Income Community
Northern Mariana Islands,69110000500,Low-Income Community
Northern Mariana Islands,69110000600,Low-Income Community
Northern Mariana Islands,69110000700,Low-Income Community
Northern Mariana Islands,69110000800,Low-Income Community
Northern Mariana Islands,69110000900,Low-Income Community
Northern Mariana Islands,69110001000,Low-Income Community
Northern Mariana Islands,69110001100,Low-Income Community
Northern Mariana Islands,69110001200,Low-Income Community
Northern Mariana Islands,69110001300,Low-Income Community
Northern Mariana Islands,69110001400,Low-Income Community
Northern Mariana Islands,69110001500,Low-Income Community
Northern Mariana Islands,69110001600,Low-Income Community
Northern Mariana Islands,69110001700,Low-Income Community
Northern Mariana Islands,69120950101,Low-Income Community
Northern Mariana Islands,69120950200,Low-Income Community
Ohio,39001770200,Low-Income Community
Ohio,39003012600,Low-Income Community
Ohio,39003012900,Low-Income Community
Ohio,39003014100,Low-Income Community
Ohio,39007000103,Low-Income Community
Ohio,39007000400,Low-Income Community
Ohio,39009972800,Low-Income Community
Ohio,39009973400,Low-Income Community
Ohio,39009973800,Low-Income Community
Ohio,39009973902,Low-Income Community
Ohio,39013010802,Low-Income Community
Ohio,39013011700,Low-Income Community
Ohio,39015951202,Low-Income Community
Ohio,39015951300,Low-Income Community
Ohio,39017000300,Low-Income Community
Ohio,39017010906,Low-Income Community
Ohio,39017010909,Low-Income Community
Ohio,39017012200,Low-Income Community
Ohio,39017014700,Low-Income Community
Ohio,39019720500,Low-Income Community
Ohio,39021010500,Low-Income Community
Ohio,39023000200,Low-Income Community
Ohio,39023000300,Low-Income Community
Ohio,39023000901,Low-Income Community
Ohio,39023003400,Low-Income Community
Ohio,39025040900,Low-Income Community
Ohio,39025041306,Low-Income Community
Ohio,39027964700,Low-Income Community
Ohio,39029951800,Low-Income Community
Ohio,39033974400,Low-Income Community
Ohio,39033974900,Low-Income Community
Ohio,39035103300,Low-Income Community
Ohio,39035103602,Low-Income Community
Ohio,39035103900,Low-Income Community
Ohio,39035104100,Low-Income Community
Ohio,39035104200,Low-Income Community
Ohio,39035104300,Low-Income Community
Ohio,39035104400,Low-Income Community
Ohio,39035104600,Low-Income Community
Ohio,39035104800,Low-Income Community
Ohio,39035104900,Low-Income Community
Ohio,39035105500,Low-Income Community
Ohio,39035107101,Low-Income Community
Ohio,39035107701,Low-Income Community
Ohio,39035107802,Low-Income Community
Ohio,39035108301,Low-Income Community
Ohio,39035108701,Low-Income Community
Ohio,39035111202,Low-Income Community
Ohio,39035112301,Low-Income Community
Ohio,39035112800,Low-Income Community
Ohio,39035113101,Low-Income Community
Ohio,39035113500,Low-Income Community
Ohio,39035113600,Low-Income Community
Ohio,39035113801,Low-Income Community
Ohio,39035114100,Low-Income Community
Ohio,39035114300,Low-Income Community
Ohio,39035114501,Low-Income Community
Ohio,39035114600,Low-Income Community
Ohio,39035114700,Low-Income Community
Ohio,39035116400,Low-Income Community
Ohio,39035116500,Low-Income Community
Ohio,39035116600,Low-Income Community
Ohio,39035117600,Low-Income Community
Ohio,39035117700,Low-Income Community
Ohio,39035117800,Low-Income Community
Ohio,39035118101,Low-Income Community
Ohio,39035118200,Low-Income Community
Ohio,39035118301,Low-Income Community
Ohio,39035118400,Low-Income Community
Ohio,39035118500,Low-Income Community
Ohio,39035118602,Low-Income Community
Ohio,39035118700,Low-Income Community
Ohio,39035118800,Low-Income Community
Ohio,39035118900,Low-Income Community
Ohio,39035119100,Low-Income Community
Ohio,39035119202,Low-Income Community
Ohio,39035119300,Low-Income Community
Ohio,39035119600,Low-Income Community
Ohio,39035133103,Low-Income Community
Ohio,39035133104,Low-Income Community
Ohio,39035138105,Low-Income Community
Ohio,39035140301,Low-Income Community
Ohio,39035152303,Low-Income Community
Ohio,39035152502,Low-Income Community
Ohio,39035152603,Low-Income Community
Ohio,39035152701,Low-Income Community
Ohio,39035154501,Low-Income Community
Ohio,39035171102,Low-Income Community
Ohio,39035180104,Low-Income Community
Ohio,39035188104,Low-Income Community
Ohio,39035188105,Low-Income Community
Ohio,39035188107,Low-Income Community
Ohio,39035193800,Low-Income Community
Ohio,39035196200,Low-Income Community
Ohio,39035196500,Low-Income Community
Ohio,39039958500,Low-Income Community
Ohio,39039958600,Low-Income Community
Ohio,39043040500,Low-Income Community
Ohio,39043040800,Low-Income Community
Ohio,39045031700,Low-Income Community
Ohio,39045032200,Low-Income Community
Ohio,39047926200,Low-Income Community
Ohio,39049000720,Low-Income Community
Ohio,39049001122,Low-Income Community
Ohio,39049001400,Low-Income Community
Ohio,39049001600,Low-Income Community
Ohio,39049001700,Low-Income Community
Ohio,39049002300,Low-Income Community
Ohio,39049002800,Low-Income Community
Ohio,39049002900,Low-Income Community
Ohio,39049003600,Low-Income Community
Ohio,39049003700,Low-Income Community
Ohio,39049003800,Low-Income Community
Ohio,39049004200,Low-Income Community
Ohio,39049004300,Low-Income Community
Ohio,39049004900,Low-Income Community
Ohio,39049005000,Low-Income Community
Ohio,39049005100,Low-Income Community
Ohio,39049005300,Low-Income Community
Ohio,39049005500,Low-Income Community
Ohio,39049005610,Low-Income Community
Ohio,39049005620,Low-Income Community
Ohio,39049006000,Low-Income Community
Ohio,39049006933,Low-Income Community
Ohio,39049007043,Low-Income Community
Ohio,39049007531,Low-Income Community
Ohio,39049007534,Low-Income Community
Ohio,39049007550,Low-Income Community
Ohio,39049007710,Low-Income Community
Ohio,39049007721,Low-Income Community
Ohio,39049007812,Low-Income Community
Ohio,39049007820,Low-Income Community
Ohio,39049008110,Low-Income Community
Ohio,39049008210,Low-Income Community
Ohio,39049008230,Low-Income Community
Ohio,39049008811,Low-Income Community
Ohio,39049008812,Low-Income Community
Ohio,39049008821,Low-Income Community
Ohio,39049009210,Low-Income Community
Ohio,39049009325,Low-Income Community
Ohio,39049009383,Low-Income Community
Ohio,39049009590,Low-Income Community
Ohio,39049009600,Low-Income Community
Ohio,39049009900,Low-Income Community
Ohio,39049010300,Low-Income Community
Ohio,39053953600,Low-Income Community
Ohio,39055312400,Low-Income Community
Ohio,39057240200,Low-Income Community
Ohio,39057240600,Low-Income Community
Ohio,39059977900,Low-Income Community
Ohio,39061000200,Low-Income Community
Ohio,39061000900,Low-Income Community
Ohio,39061001000,Low-Income Community
Ohio,39061001100,Low-Income Community
Ohio,39061001600,Low-Income Community
Ohio,39061001700,Low-Income Community
Ohio,39061002800,Low-Income Community
Ohio,39061003800,Low-Income Community
Ohio,39061005500,Low-Income Community
Ohio,39061006300,Low-Income Community
Ohio,39061006400,Low-Income Community
Ohio,39061006800,Low-Income Community
Ohio,39061006900,Low-Income Community
Ohio,39061007400,Low-Income Community
Ohio,39061007700,Low-Income Community
Ohio,39061007800,Low-Income Community
Ohio,39061008202,Low-Income Community
Ohio,39061008601,Low-Income Community
Ohio,39061009200,Low-Income Community
Ohio,39061009400,Low-Income Community
Ohio,39061021504,Low-Income Community
Ohio,39061022700,Low-Income Community
Ohio,39061025600,Low-Income Community
Ohio,39061026300,Low-Income Community
Ohio,39061026400,Low-Income Community
Ohio,39061026500,Low-Income Community
Ohio,39061027000,Low-Income Community
Ohio,39061027100,Low-Income Community
Ohio,39061027200,Low-Income Community
Ohio,39061027400,Low-Income Community
Ohio,39063000100,Low-Income Community
Ohio,39067975600,Low-Income Community
Ohio,39069000400,Low-Income Community
Ohio,39071954400,Low-Income Community
Ohio,39071954800,Low-Income Community
Ohio,39073965200,Low-Income Community
Ohio,39075976600,Low-Income Community
Ohio,39079957200,Low-Income Community
Ohio,39079957700,Low-Income Community
Ohio,39081000800,Low-Income Community
Ohio,39081011800,Low-Income Community
Ohio,39081012300,Low-Income Community
Ohio,39083007100,Low-Income Community
Ohio,39085204000,Low-Income Community
Ohio,39085204500,Low-Income Community
Ohio,39087050200,Low-Income Community
Ohio,39087050700,Low-Income Community
Ohio,39089753100,Low-Income Community
Ohio,39089758300,Low-Income Community
Ohio,39091004500,Low-Income Community
Ohio,39093022400,Low-Income Community
Ohio,39093023000,Low-Income Community
Ohio,39093023100,Low-Income Community
Ohio,39093070800,Low-Income Community
Ohio,39093097300,Low-Income Community
Ohio,39095000800,Low-Income Community
Ohio,39095001303,Low-Income Community
